,N,P,K,temperature,humidity,ph,rainfall,state,label
81,31,121,199,21.46254501603897,91.17639961072778,6.415908463025425,100.57389271561814,Andhra Pradesh,apple
82,3,140,203,21.82168411720248,90.61925965169748,5.6867414483807135,108.58602486123885,Himachal Pradesh,apple
83,3,140,195,22.523426869202233,93.06488968444683,5.522927193879566,111.08936970392189,Jammu and Kashmir,apple
84,12,135,197,21.91896392996021,90.94093992845617,6.467070408171677,107.41805533840483,Andhra Pradesh,apple
85,13,128,200,21.646022854965643,93.78201700779873,5.7260913921873815,106.5884561314361,Punjab,apple
86,36,133,197,22.080457429170874,92.20243857285102,6.442831359753905,108.42894948373024,Uttar Pradesh,apple
87,0,120,197,22.923374938349905,94.18915619742783,5.517404091478729,110.4432171893423,Uttarakhand,apple
88,20,125,202,22.863280575552217,92.38538770403684,6.14189748204087,111.51248821568262,Jammu and Kashmir,apple
89,5,140,198,21.897829306218128,93.84934763175815,6.244065228968039,120.35549838615329,Himachal Pradesh,apple
90,6,142,198,23.618002940501796,92.31045624143697,6.326347892817026,122.548746492346,Jammu and Kashmir,apple
91,25,141,202,23.51226946837466,93.06360608326851,6.474595715579461,114.67006135046621,Uttar Pradesh,apple
92,16,125,196,23.247659253820924,93.23516005660436,6.050647930649063,123.00549358199603,Himachal Pradesh,apple
93,1,137,196,22.8740369601502,92.2378184635711,6.056677097050084,118.54105962094302,Uttarakhand,apple
94,14,122,199,23.00246446987942,94.30666833801438,5.675250116647085,101.85376085899173,Jammu and Kashmir,apple
95,26,138,199,23.523648347135936,93.18118535100476,5.616991327320354,106.2369102360014,Jammu and Kashmir,apple
96,2,128,196,22.138947294140593,92.31458120183119,5.91049640620393,103.48339523744187,Jammu and Kashmir,apple
97,17,134,203,23.928476485447412,92.0961837585386,6.39850252449778,115.20289453875085,Jammu and Kashmir,apple
98,7,137,199,23.889630311962524,92.96299551065987,6.131006280562099,103.06641119965565,Uttar Pradesh,apple
99,37,129,195,23.925598638234398,94.22500316835524,5.865983862644044,111.96827792046246,Himachal Pradesh,apple
100,17,141,202,21.100645153266942,94.524553448901,5.5298689167226005,116.95058799845802,Himachal Pradesh,apple
101,19,129,201,22.00421385758332,93.4523916276646,5.804174310848059,120.78602021078642,Uttarakhand,apple
102,8,138,201,21.696322029289455,92.72482914775799,6.374648105436339,108.00919734766893,Punjab,apple
103,7,129,196,23.63997200481976,90.5343264020585,5.607126269959603,106.88051379353477,Nagaland,apple
104,31,120,195,21.31497715681831,90.73480168959344,5.8429174537597035,117.13363640931205,Jammu and Kashmir,apple
105,27,130,195,21.26137344011806,92.44836932232396,5.984834807792753,104.95997879665593,Jammu and Kashmir,apple
106,4,139,203,22.123389647389367,93.99934176902259,5.808374009876573,111.90870590988999,Jammu and Kashmir,apple
107,5,129,204,22.81296525378215,90.59002172913651,6.277729741955825,121.4328251701673,Himachal Pradesh,apple
108,26,140,195,21.703528745565475,92.60606519822366,5.743270168406436,120.53070640154993,Himachal Pradesh,apple
109,36,142,199,21.166494621501652,93.22353755076516,6.408410815667897,119.4833692580055,Jammu and Kashmir,apple
110,18,137,197,21.11509132721721,93.3420291254323,6.175915562870767,118.97303739056413,Jammu and Kashmir,apple
111,12,129,204,21.66391880707623,92.32762999230196,5.602812707183691,120.31065055075575,Andhra Pradesh,apple
112,15,133,199,22.57474581824851,90.38592011806925,6.3489381767647615,120.64133532893204,Uttar Pradesh,apple
113,11,121,201,22.416578967051002,90.56794756559661,6.126281182643972,113.03897513740239,Jammu and Kashmir,apple
114,28,131,204,21.807584651168124,90.3759242117621,6.420956954585557,105.51725779747643,Nagaland,apple
115,9,136,199,23.90495110365913,91.53693308582211,5.98014010244228,109.94378760050634,Himachal Pradesh,apple
116,13,136,199,22.13070040303796,94.33199975422798,6.158287684982422,123.53747605881345,Uttarakhand,apple
117,17,124,197,23.632151824813977,94.85894391740526,6.102879257328711,112.9145844521417,Himachal Pradesh,apple
118,24,140,199,23.324365689545683,93.79703232723412,5.799027446845016,106.43470719441407,Uttar Pradesh,apple
119,3,135,201,21.816755625475626,90.80879303637693,5.581292305448719,105.21660768775703,Uttarakhand,apple
120,23,131,198,22.615030936537043,92.4753452887345,6.129023645947245,123.95838374581983,Himachal Pradesh,apple
121,31,134,198,23.295234278734522,91.45381813416805,5.626722461148879,115.85996033062324,Andhra Pradesh,apple
122,34,136,203,23.740597936908042,93.68177428314972,5.779903726640713,114.70371559014774,Punjab,apple
123,5,124,203,23.227038870467602,92.60469269512531,6.334170266369777,113.93869089005189,Jammu and Kashmir,apple
124,33,135,199,21.83497919283086,90.56335724069376,6.2075925630835895,115.09826428070623,Jammu and Kashmir,apple
125,26,121,204,22.146029142894452,91.60659974462288,5.722038970197294,117.56328832915548,Andhra Pradesh,apple
126,4,138,204,23.6546981552087,92.68955545357738,5.887908780148005,101.45691492394384,Himachal Pradesh,apple
127,3,130,203,22.31278319237623,91.38737895906513,6.007643819092445,111.90113810959872,Uttarakhand,apple
128,5,135,196,22.050160938439827,90.84667835156012,5.840708677398603,114.34521068652101,Jammu and Kashmir,apple
129,19,137,195,21.59530801816351,92.43649231843453,6.277156593192446,113.98911645427329,Nagaland,apple
130,17,123,199,23.59980466376488,91.89246167492428,5.733554152389267,111.22167866218103,Punjab,apple
131,4,124,196,21.22293297290893,93.11154037654696,6.068816420138574,116.36521490753779,Nagaland,apple
132,17,142,198,23.150213179983737,90.09166662476835,5.960687085773379,121.08194480712493,Punjab,apple
133,6,134,195,23.700975302985025,93.16203385371985,5.84178665300274,102.37194923424667,Andhra Pradesh,apple
134,24,142,201,21.596559611763716,92.77483440737994,5.8357759068980775,115.91633058613643,Uttar Pradesh,apple
135,31,132,195,21.799296432538014,93.83556597568383,5.544604009084471,104.3402757516814,Uttarakhand,apple
136,24,126,204,23.870426926297334,94.29440902700551,6.302163267002513,103.51749536837181,Jammu and Kashmir,apple
137,38,140,201,23.94929174529159,93.99771190790389,5.882837873690123,109.25015862333457,Nagaland,apple
138,29,137,202,22.661018078092123,91.81773337215212,6.285113060580088,103.62518426770306,Jammu and Kashmir,apple
139,4,127,200,23.414226598190883,92.56681991685521,6.092219579141735,102.97365677432944,Punjab,apple
140,11,140,196,23.840642573296403,92.02314018920215,5.926499192775363,118.50517593760013,Himachal Pradesh,apple
141,8,137,203,23.902399498867187,91.47197247600269,6.353659562910902,111.89680452339788,Andhra Pradesh,apple
142,24,127,197,21.342015568878583,94.83797862557934,5.794861461066844,121.46530514058226,Uttar Pradesh,apple
143,19,126,203,23.919702231834925,93.63576892987979,5.692940897256998,113.72235884519276,Himachal Pradesh,apple
144,0,140,196,21.316703820589133,94.59495560698653,6.069152207043411,122.60667941832199,Nagaland,apple
145,31,140,201,21.578944688224603,92.2172922860376,5.633904763795786,106.052931091578,Uttar Pradesh,apple
146,25,135,204,22.442989169228916,94.31500256587762,5.526468240514019,123.79883909616508,Jammu and Kashmir,apple
147,16,125,195,23.97301214639227,91.48978454164077,5.563588485765801,106.19816765209035,Himachal Pradesh,apple
148,6,140,199,23.431528358960435,92.20298760247283,6.187650078332777,102.92410511599948,Jammu and Kashmir,apple
149,27,123,199,21.082747787136334,93.14871340802846,6.3397277358463775,102.52246077597752,Nagaland,apple
150,9,122,201,21.310675075369616,91.67865053004365,6.086205824768742,114.36047844109756,Himachal Pradesh,apple
151,14,124,202,22.907165753494183,90.50293974756558,6.102837097976531,107.82485103935974,Jammu and Kashmir,apple
152,29,132,196,23.87754159238161,90.47683241318643,5.70316199546273,108.51037448650631,Jammu and Kashmir,apple
153,19,143,195,22.548944270179582,90.22963335072198,6.070172619235879,121.11283084650955,Uttar Pradesh,apple
154,9,141,203,22.16828786590033,91.95971548400938,6.122004787600847,124.19055580695903,Jammu and Kashmir,apple
155,21,144,197,22.31298153759505,91.41871111059214,5.810196695853781,119.66975025421863,Punjab,apple
156,2,138,195,23.930336079319556,91.62032787637597,5.9229361552145985,119.3434768338968,Uttar Pradesh,apple
157,15,134,196,23.050713800200246,94.17899039178633,6.075510746814057,121.31491738395016,Punjab,apple
158,9,127,200,22.375762558919135,93.63984328604838,6.026104319027081,118.44851248407727,Andhra Pradesh,apple
159,10,129,195,21.284521870447858,94.60796719995645,5.65748525580796,111.67306573820264,Nagaland,apple
160,28,139,195,21.15293107638106,94.87160343172705,5.578833955054468,101.98905892981018,Himachal Pradesh,apple
161,0,133,202,21.669352062064895,94.50801718370784,6.079449286279577,111.50803267129953,Nagaland,apple
162,32,143,195,22.314265554825887,92.27872814164255,5.838787627404723,108.71325381559215,Himachal Pradesh,apple
163,17,141,197,22.42007830345839,92.74479519121617,5.995399003459159,122.20807162328279,Punjab,apple
164,18,121,201,23.83717619408883,93.82294863453735,5.9883238639859515,112.48691429249715,Punjab,apple
165,23,123,204,21.88601877220482,92.4712304700454,5.884669757262052,104.84001877826213,Jammu and Kashmir,apple
166,27,125,203,23.995189495260263,94.05553504084817,6.412692672527108,103.32604213824933,Andhra Pradesh,apple
167,19,134,199,23.37133765753837,91.05392136386926,5.8101646783467515,113.37518400390991,Andhra Pradesh,apple
168,20,137,204,22.798100189947665,93.84824813628161,5.765941926367094,114.64323376442891,Jammu and Kashmir,apple
169,35,126,196,23.859488546229958,91.47113584340161,5.516471590184339,117.62974228402892,Nagaland,apple
170,34,141,204,22.630834775330577,93.13976598726607,5.581251100082327,106.87022375434007,Jammu and Kashmir,apple
171,30,122,197,22.025691002161548,94.15215143463227,6.154091786267708,100.22004543579517,Jammu and Kashmir,apple
172,25,128,195,22.206990861327906,92.61513154246883,5.76538163424691,103.16211011518335,Uttarakhand,apple
173,29,125,203,22.188883736415537,93.89828655027299,5.953495448333156,110.60845310763902,Andhra Pradesh,apple
174,5,126,202,22.8742260557537,93.62269096353849,6.216123040871259,119.30619334586913,Punjab,apple
175,9,128,204,21.18319991958687,91.41122906428012,6.081271120429318,101.21053988216616,Andhra Pradesh,apple
176,31,127,196,21.767006163098646,90.10335180915708,5.535070717922044,108.8752168300421,Punjab,apple
177,6,135,200,21.096042472069573,94.66365358744544,5.58930483825505,121.26029485107505,Himachal Pradesh,apple
178,5,134,203,22.3176449980252,94.37291069276432,5.57148081386841,108.40032638237349,Andhra Pradesh,apple
179,8,127,195,21.47338247609366,94.77051178579873,6.03700973177561,101.35774093300017,Nagaland,apple
180,23,130,195,23.482785690806992,91.49880421864923,5.598694564101618,105.86629554512093,Jammu and Kashmir,apple
181,37,127,203,21.743841762210653,94.44914923291746,5.82717839851824,106.37301032512438,Himachal Pradesh,apple
182,38,130,204,23.60895451527346,93.69395488048242,6.351978011183637,122.71421404366217,Himachal Pradesh,apple
183,13,125,204,23.869076574257697,92.61262079898391,6.082290140962012,105.31764414194794,Uttar Pradesh,apple
184,39,133,197,21.49816230119537,94.9136309123594,5.961272771108021,116.84864126669348,Jammu and Kashmir,apple
185,26,129,199,23.345336906537913,94.18634171654833,5.709591250190566,115.3071954247271,Andhra Pradesh,apple
186,37,129,202,23.267004348342944,91.68719707377049,6.2589576449335524,114.77379151523625,Punjab,apple
187,27,133,197,22.555789912184782,94.17228331299809,6.314678538738132,122.67552049713558,Uttarakhand,apple
188,25,128,201,23.54826408563318,93.8697678677193,6.038905147388595,113.63191899501626,Jammu and Kashmir,apple
189,1,138,203,22.040615955904542,90.7415034436867,6.333561964753602,124.7222642958644,Andhra Pradesh,apple
190,13,144,200,23.746589679929475,92.3400226166766,5.761259513513382,105.93091084501793,Himachal Pradesh,apple
191,12,144,201,23.597670699416653,91.82821463211761,5.6082771592300285,109.77653662367265,Jammu and Kashmir,apple
192,20,136,199,22.011164694606663,92.058110476111,6.085277924061013,106.05056405836962,Himachal Pradesh,apple
193,34,121,200,21.040473354081545,93.9736227498908,5.716338109951318,102.62719395447714,Himachal Pradesh,apple
194,23,127,201,21.24773690187918,93.49333138909208,5.868380100296794,122.05801001762535,Jammu and Kashmir,apple
195,39,123,195,22.414229771297954,91.10706884075225,5.561234806362083,106.3729406409549,Punjab,apple
196,37,141,202,23.342993026838258,93.6234405810084,6.310347862943233,107.3491688040435,Himachal Pradesh,apple
197,25,121,195,21.645191608245778,93.48457326673773,6.38309044076365,108.61189075550783,Punjab,apple
198,12,139,200,21.12136003276191,91.99804347501052,5.957451419606385,115.1199607387704,Andhra Pradesh,apple
199,34,121,196,21.22143137578085,94.91746883509003,6.349447583392417,114.60631217786386,Jammu and Kashmir,apple
200,20,126,197,22.885125709766704,92.05930978696055,5.971122669499193,110.68017077205955,Uttarakhand,apple
201,4,134,203,22.033186110027525,91.82638010337811,6.018106232777885,108.74158257750746,Jammu and Kashmir,apple
202,27,127,196,21.899880320069368,94.12623488961135,6.32677998057391,101.21055914696254,Himachal Pradesh,apple
203,29,136,196,23.886762591687752,90.2826215855851,5.937781615450667,119.26703654133915,Uttar Pradesh,apple
204,32,132,200,22.0081076146874,92.93336607348634,6.148550676736646,115.80377987624145,Jammu and Kashmir,apple
205,2,130,198,22.02346875028696,93.00810739092246,6.079283567500871,107.51005358844561,Andhra Pradesh,apple
206,22,127,200,23.37599699701965,92.83218804098513,5.579004012738624,107.33185827481094,Andhra Pradesh,apple
207,11,122,203,22.628844232095695,94.35173939348405,5.514268926058846,107.75431657836086,Jammu and Kashmir,apple
208,27,135,201,21.69227227244815,90.10461755365864,6.126167332801493,124.68373572905568,Jammu and Kashmir,apple
209,28,136,199,21.664612826494707,92.75762941008263,5.5491460997385875,115.94835216789704,Jammu and Kashmir,apple
210,21,138,198,23.22458727303345,92.015588281249,6.020888384313476,100.89721249747704,Himachal Pradesh,apple
211,24,140,196,21.208549633785847,91.26961323179832,6.061798194774887,124.90771146218346,Andhra Pradesh,apple
212,3,121,198,21.112310743494273,90.18170088601667,6.109365859128397,123.79179960691883,Nagaland,apple
213,31,127,200,23.588508847032085,93.64561220024233,6.190459425352548,104.97685072349256,Himachal Pradesh,apple
214,21,126,195,21.05534234307433,91.66210573884015,6.36993417016717,110.82048230087177,Himachal Pradesh,apple
215,9,133,196,22.839786474328143,92.25216882336703,5.880171027691534,115.5937748596974,Jammu and Kashmir,apple
216,11,134,195,22.493160519196135,92.44721696328865,5.656260906045887,118.79603182278396,Himachal Pradesh,apple
217,37,125,201,23.897702203598772,91.37035849331467,5.761557257857377,108.17064531720338,Uttar Pradesh,apple
218,22,120,196,21.99795529369249,91.45196820841649,5.949740155429959,113.84308671654892,Jammu and Kashmir,apple
219,12,126,201,23.317279865615923,91.50192879864527,6.035388849075962,120.79192507826923,Jammu and Kashmir,apple
220,12,144,197,22.96766219031259,91.66565536983617,6.292278417183664,116.10156136519652,Himachal Pradesh,apple
221,16,129,204,23.106402853376558,90.48803519126822,6.353135076335632,108.5861258557934,Himachal Pradesh,apple
222,34,137,203,22.683070760923005,92.6658623389723,5.830690281581549,119.81281199930002,Himachal Pradesh,apple
223,30,123,199,21.853235520816938,90.38699383395623,6.3787383021014445,105.38774317594084,Andhra Pradesh,apple
224,14,135,197,21.784477295423663,91.01655029783579,6.221180162280928,111.41482608283009,Uttarakhand,apple
225,16,130,196,22.73898241013548,92.33429162945718,5.896831396897477,114.59960705330339,Jammu and Kashmir,apple
226,22,120,204,22.840510615899277,93.70115716159464,5.532293165642255,102.98916671329918,Jammu and Kashmir,apple
227,27,131,198,21.042273433571985,92.91183022170118,5.590292101578522,124.6434446537352,Himachal Pradesh,apple
228,5,124,196,23.987624535008894,91.33494339328145,6.074435563161355,118.05778373254637,Jammu and Kashmir,apple
229,25,142,200,22.681026191455903,90.65428778326384,5.5553450558206725,105.5379438003795,Uttar Pradesh,apple
230,16,132,197,23.34880388303545,92.87711202259248,5.873383665402082,106.86924232447544,Himachal Pradesh,apple
231,7,121,201,22.028584841398693,93.09115224935785,5.866968581725212,109.83969473028012,Uttar Pradesh,apple
232,36,132,202,22.32742001488119,94.53943015853291,6.355336291692644,117.62031401847003,Jammu and Kashmir,apple
233,29,135,199,22.658523370172393,91.97669253749172,5.941262693042698,115.69367523355245,Himachal Pradesh,apple
234,20,140,198,21.81371531304876,90.28123008595288,6.287287524754744,113.62686774901374,Jammu and Kashmir,apple
235,16,120,200,23.98225865805199,93.08628458330156,6.214386686573821,118.28986247523059,Nagaland,apple
236,20,144,203,22.871805944736757,91.76566566890084,5.55224102728873,113.7774205463771,Uttarakhand,apple
237,25,132,197,21.232614687853065,93.87858468438218,6.323624215328012,112.65871258283407,Uttar Pradesh,apple
238,20,133,201,21.65959349298613,92.74014606663742,6.085408414103133,106.84776439303204,Nagaland,apple
239,18,139,199,21.078919260037384,91.33543686776837,5.6830954273281735,103.40185331409731,Andhra Pradesh,apple
240,17,131,204,22.07759173457776,90.64942826698208,5.7283760679708795,116.9002915303324,Uttarakhand,apple
241,27,124,204,22.77062954403254,91.9703627673163,6.33754455608293,106.15464260087197,Uttarakhand,apple
242,22,144,201,22.821998140931118,91.75971544147535,5.517168859004506,112.37397553034535,Uttar Pradesh,apple
243,2,120,201,22.763354090360558,93.81153753082094,5.522053148823594,117.55610816390822,Jammu and Kashmir,apple
244,24,131,204,23.368880855393307,90.39964372877253,5.818735041559357,106.43684144519366,Andhra Pradesh,apple
245,21,137,202,21.695032012874123,94.4100321784262,6.154762332403815,116.34671881576634,Punjab,apple
246,32,131,195,23.661824530256858,91.72140892582442,6.22611446398441,110.30616444425685,Nagaland,apple
247,35,138,200,23.785211073753135,93.76555252303007,5.692422631450844,102.65218667710988,Jammu and Kashmir,apple
248,38,139,201,23.529578169574826,93.88417980673836,5.983527926407048,120.28708137501042,Uttar Pradesh,apple
249,6,124,203,22.82358399771195,94.80812892483281,5.993757023821272,102.54337871090345,Andhra Pradesh,apple
250,37,143,195,21.383801350881917,92.89892188088314,6.432431067076267,120.68713882077476,Uttarakhand,apple
251,25,140,198,23.1270718939781,94.0799154920024,5.554851021913495,100.34525660605458,Andhra Pradesh,apple
252,19,132,201,22.971460774343555,93.80894199488753,6.486265971752248,106.85973992684043,Andhra Pradesh,apple
253,35,130,195,23.979723360283916,93.6046297629799,6.44172988733688,122.34049859318208,Himachal Pradesh,apple
254,1,121,199,21.40494284374193,94.34861685192945,6.347025063428489,123.77487425128197,Himachal Pradesh,apple
255,39,133,204,21.38490541755675,92.32996893190358,6.349253213419133,122.43929506687975,Punjab,apple
256,2,124,201,23.220854238897676,92.25135520182062,5.9679599764641305,122.6993965042768,Uttar Pradesh,apple
257,31,141,197,23.814240853813597,94.15408148518685,5.776567511178975,109.0032641860222,Uttar Pradesh,apple
258,30,120,197,23.866640239685886,90.44019865302715,6.2745243524069405,116.43976534361263,Himachal Pradesh,apple
259,27,127,196,21.264358707020232,91.86614068710753,5.925474801049575,120.74048683178049,Andhra Pradesh,apple
260,5,139,202,21.444219628379077,93.79644269483828,5.950783204081823,111.91184288039553,Himachal Pradesh,apple
261,1,142,198,21.814375383201966,92.77509338202664,6.3874976446095255,124.36510878078428,Jammu and Kashmir,apple
262,16,138,195,21.47785733942807,93.63733348400821,5.894649245221435,124.4275783909735,Andhra Pradesh,apple
263,29,144,198,23.569768891031778,94.48817999565624,5.932109657771985,117.37346594351541,Uttarakhand,apple
264,17,121,199,22.26700157424048,92.25461504725021,6.162850046169985,123.99479024756455,Himachal Pradesh,apple
265,36,120,196,23.304951699151612,93.70768122609164,6.20718096517378,110.54484286755167,Jammu and Kashmir,apple
266,20,137,197,21.484217685343403,92.09257987967418,6.2904405118945,120.69177853630293,Himachal Pradesh,apple
