,Temparature,Humidity ,Moisture,Nitrogen,Potassium,Phosphorous,Black,Clayey,Loamy,Red,Sandy
33,1.640710668963952,1.5227760459267838,-0.4620642918517568,-1.0318977795361397,0.9707766764141252,0.849739755361436,0,0,0,0,1
34,-1.2290836106726428,-1.2307368042421942,0.42963872751128296,0.3544687028940937,-0.5849104075516762,0.029379300052390114,0,0,1,0,0
35,-0.655124754745324,-0.886547697971072,-0.7295751976606687,1.9141309956281063,-0.5849104075516762,-1.387606940935962,1,0,0,0,0
36,-0.08116589881800497,0.14601962084229478,1.5888526526832347,-0.9452498743842501,1.1436307968547699,0.9243179785713492,0,0,1,0,0
37,1.9276900969276114,1.866965152197906,-0.5512345937880607,-0.5986582537766918,-0.5849104075516762,1.6701002106704819,0,1,0,0,0
38,-1.5160630386363023,-1.5749259105133167,-1.5321079150874044,-0.338714538321023,1.8350472786173484,-0.5672464856269159,0,0,0,1,0
39,-0.36814532678166445,-0.19816948542882748,-0.8187454995969727,-0.338714538321023,-0.5849104075516762,1.3717873178308289,0,0,0,0,1
40,-0.9421041827089833,-0.886547697971072,-1.1754267073421887,-0.5120103486248022,-0.5849104075516762,-0.4180900392070894,0,1,0,0,0
41,-0.08116589881800497,0.14601962084229478,1.3213417468743227,-0.771954064080471,0.6250684355328361,0.9988962017812625,0,0,1,0,0
42,0.492792957109314,0.49020872711341706,-0.8187454995969727,0.2678207977422041,-0.5849104075516762,0.4022704161019564,0,0,0,1,0
43,1.066751813036633,1.0064923865201005,1.4996823507469306,1.3942435647167688,-0.5849104075516762,-1.387606940935962,1,0,0,0,0
44,1.3537312410002924,1.3506814927912227,-0.10538308410654089,-0.771954064080471,-0.5849104075516762,1.2226308714110024,0,0,0,0,1
45,2.2146695248912707,1.866965152197906,0.42963872751128296,-0.9452498743842501,0.7979225559734806,0.7005833089416095,0,0,1,0,0
46,-1.2290836106726428,-1.2307368042421942,-0.9970861034695806,-0.5986582537766918,-0.5849104075516762,-0.7909811552566558,1,0,0,0,0
47,-0.36814532678166445,-0.19816948542882748,-0.016212782170236913,0.4411166080459833,-0.5849104075516762,-0.04519892315752315,0,1,0,0,0
48,-0.08116589881800497,0.14601962084229478,-1.2645970092784926,1.9141309956281063,-0.5849104075516762,-1.387606940935962,0,0,0,1,0
49,0.7797723850729734,0.8343978333845393,0.6971496333201949,-1.2051935898399189,0.9707766764141252,0.7751615321515227,0,0,0,0,1
50,1.066751813036633,1.0064923865201005,-1.0862564054058845,0.3544687028940937,-0.5849104075516762,0.17853574647221662,0,0,0,1,0
51,1.640710668963952,1.5227760459267838,-0.9079158015332767,-0.5120103486248022,-0.5849104075516762,-0.3435118159971762,1,0,0,0,0
52,-0.655124754745324,-0.886547697971072,-0.4620642918517568,1.8274830904762167,-0.5849104075516762,-1.387606940935962,0,1,0,0,0
53,-0.08116589881800497,0.14601962084229478,0.340468425574979,-0.5986582537766918,-0.5849104075516762,1.7446784338803951,0,0,0,0,1
54,0.2058135291456545,0.49020872711341706,1.7671932565558426,-0.6853061589285814,1.4893390377360591,-0.2689335927872629,0,0,0,1,0
55,-0.9421041827089833,-1.0586422511066331,-0.016212782170236913,0.3544687028940937,-0.5849104075516762,0.4022704161019564,1,0,0,0,0
56,1.066751813036633,1.0064923865201005,0.9646605391291068,1.6541872801724375,-0.5849104075516762,-1.387606940935962,0,0,1,0,0
57,-0.36814532678166445,-0.19816948542882748,-0.5512345937880607,-0.9452498743842501,-0.5849104075516762,-0.2689335927872629,0,0,0,0,1
58,-1.5160630386363023,-1.5749259105133167,1.1430011430017148,-0.6853061589285814,1.6621931581767038,-0.2689335927872629,0,0,1,0,0
59,0.492792957109314,0.49020872711341706,-0.8187454995969727,-0.338714538321023,-0.5849104075516762,1.3717873178308289,0,0,0,1,0
60,-0.655124754745324,-0.886547697971072,-0.19455338604284486,1.4808914698686584,-0.5849104075516762,-1.387606940935962,0,1,0,0,0
61,-0.08116589881800497,0.14601962084229478,0.5188090294475869,-0.5120103486248022,-0.5849104075516762,-0.7164029320467424,0,0,1,0,0
62,1.066751813036633,1.0064923865201005,1.8563635584921465,0.4411166080459833,-0.5849104075516762,0.10395752326230337,1,0,0,0,0
63,-0.655124754745324,-0.886547697971072,0.340468425574979,-1.2051935898399189,2.5264637603799267,-0.2689335927872629,0,0,0,0,1
64,-0.9421041827089833,-1.0586422511066331,-0.7295751976606687,1.567539375020548,-0.5849104075516762,-1.387606940935962,1,0,0,0,0
65,1.640710668963952,1.5227760459267838,1.6780229546195387,-0.338714538321023,-0.5849104075516762,1.5955219874605686,0,0,0,1,0
66,1.066751813036633,1.0064923865201005,1.2321714449380188,-0.8586019692323605,-0.5849104075516762,-0.4180900392070894,1,0,0,0,0
67,-0.36814532678166445,-0.19816948542882748,1.0538308410654107,-0.9452498743842501,0.7979225559734806,1.0734744249911758,0,0,1,0,0
68,-1.5160630386363023,-1.5749259105133167,-0.2837236879791488,-1.1185456846880293,2.6993178808205713,-0.19435536957734967,0,1,0,0,0
69,-0.08116589881800497,0.14601962084229478,-0.4620642918517568,-0.771954064080471,-0.5849104075516762,-0.3435118159971762,0,0,0,0,1
70,-1.2290836106726428,-1.2307368042421942,-0.3728939899154528,0.18117289259031452,-0.5849104075516762,0.32769219289204315,0,1,0,0,0
71,0.2058135291456545,0.49020872711341706,-0.9970861034695806,1.7408351853243271,-0.5849104075516762,-1.387606940935962,0,0,0,1,0
72,1.066751813036633,1.0064923865201005,0.42963872751128296,0.3544687028940937,-0.5849104075516762,0.029379300052390114,0,0,1,0,0
73,-0.9421041827089833,-1.0586422511066331,-0.8187454995969727,2.000778900779996,-0.5849104075516762,-1.387606940935962,1,0,0,0,0
74,0.7797723850729734,0.8343978333845393,-1.0862564054058845,-0.5120103486248022,-0.5849104075516762,1.5209437642506554,0,0,0,1,0
75,-0.36814532678166445,-0.19816948542882748,-0.10538308410654089,-0.8586019692323605,1.1436307968547699,0.2531139696821299,0,1,0,0,0
76,-0.08116589881800497,0.14601962084229478,0.340468425574979,0.2678207977422041,-0.5849104075516762,0.17853574647221662,0,0,0,0,1
77,-0.9421041827089833,-1.0586422511066331,1.4105120488106266,-0.771954064080471,-0.5849104075516762,-0.2689335927872629,0,0,1,0,0
78,-1.2290836106726428,-1.2307368042421942,-0.6404048957243648,-1.0318977795361397,2.1807555194986374,0.10395752326230337,0,1,0,0,0
79,1.066751813036633,1.0064923865201005,1.7671932565558426,-0.42536244347291263,-0.5849104075516762,1.446365541040742,0,0,0,1,0
80,-0.655124754745324,-0.886547697971072,-0.016212782170236913,-0.771954064080471,0.7979225559734806,0.7751615321515227,0,1,0,0,0
81,-0.08116589881800497,0.14601962084229478,-0.2837236879791488,1.9141309956281063,-0.5849104075516762,-1.387606940935962,0,0,0,0,1
82,-0.36814532678166445,-0.19816948542882748,1.9455338604284504,-0.42536244347291263,-0.5849104075516762,1.2226308714110024,1,0,0,0,0
83,-1.2290836106726428,-1.2307368042421942,1.4105120488106266,-0.6853061589285814,-0.5849104075516762,-0.7164029320467424,0,0,1,0,0
84,0.2058135291456545,0.49020872711341706,0.07295751976606706,0.18117289259031452,-0.5849104075516762,0.7005833089416095,0,0,0,0,1
85,1.3537312410002924,1.3506814927912227,-1.3537673112147965,-0.9452498743842501,0.6250684355328361,0.9243179785713492,0,1,0,0,0
86,-0.36814532678166445,-0.19816948542882748,-1.1754267073421887,-0.5120103486248022,2.353609639939282,-0.19435536957734967,0,0,0,1,0
87,-0.9421041827089833,-1.0586422511066331,-1.1754267073421887,1.3942435647167688,-0.5849104075516762,-1.387606940935962,1,0,0,0,0
88,1.640710668963952,1.5227760459267838,0.6079793313838909,-0.5986582537766918,2.5264637603799267,0.029379300052390114,0,0,1,0,0
89,-0.36814532678166445,-0.19816948542882748,1.5888526526832347,-0.6853061589285814,-0.5849104075516762,1.446365541040742,0,0,1,0,0
90,-0.08116589881800497,0.14601962084229478,-1.5321079150874044,-0.9452498743842501,0.9707766764141252,0.849739755361436,1,0,0,0,0
91,1.066751813036633,1.0064923865201005,0.16212782170237103,-1.1185456846880293,2.6993178808205713,0.17853574647221662,0,1,0,0,0
92,1.640710668963952,1.5227760459267838,-0.19455338604284486,1.9141309956281063,-0.5849104075516762,-1.387606940935962,0,0,0,1,0
93,-0.655124754745324,-0.886547697971072,-1.6212782170237086,-0.8586019692323605,1.1436307968547699,0.849739755361436,0,0,0,0,1
94,-1.5160630386363023,-1.5749259105133167,-0.9970861034695806,0.4411166080459833,-0.5849104075516762,0.029379300052390114,0,1,0,0,0
95,-0.08116589881800497,0.14601962084229478,-1.4429376131511005,-1.2918414949918084,2.353609639939282,-0.1197771463674364,0,0,0,1,0
96,2.2146695248912707,2.2111542584690285,0.6971496333201949,1.7408351853243271,-0.5849104075516762,-1.387606940935962,0,0,1,0,0
97,1.640710668963952,0.14601962084229478,-0.016212782170236913,-0.338714538321023,-0.5849104075516762,1.6701002106704819,0,0,0,0,1
98,-0.36814532678166445,-0.19816948542882748,1.2321714449380188,-0.5986582537766918,-0.5849104075516762,-0.6418247088368292,1,0,0,0,0
